94274,20121001,0053,12,CLR, ,10.00, , , ,53, ,11.7, ,49, ,9.1, ,44, ,6.7, , 72, , 0, ,000, , , ,30.00, ,6, ,008, ,30.34, ,AA, , , ,30.34, 
94274,20121001,0153,12,CLR, ,10.00, , , ,51, ,10.6, ,48, ,8.6, ,44, ,6.7, , 77, , 0, ,000, , , ,30.00, , , , , ,30.34, ,AA, , , ,30.34, 
94274,20121001,0253,12,CLR, ,10.00, , , ,51, ,10.6, ,49, ,9.1, ,46, ,7.8, , 83, , 0, ,000, , , ,29.99, , , , , ,30.32, ,AA, , , ,30.33, 
94274,20121001,0353,12,CLR, ,10.00, , , ,51, ,10.6, ,48, ,8.9, ,45, ,7.2, , 80, , 0, ,000, , , ,29.98, ,8, ,006, ,30.32, ,AA, , , ,30.32, 
94274,20121001,0453,12,CLR, ,10.00, , , ,49, ,9.4, ,46, ,7.8, ,43, ,6.1, , 80, , 0, ,000, , , ,29.98, , , , , ,30.32, ,AA, , , ,30.32, 
94274,20121001,0553,12,CLR, ,10.00, , , ,50, ,10.0, ,48, ,8.8, ,46, ,7.8, , 86, , 0, ,000, , , ,29.98, , , , , ,30.32, ,AA, , , ,30.32, 
94274,20121001,0653,12,CLR, , 8.00, , , ,49, ,9.4, ,48, ,8.6, ,46, ,7.8, , 89, , 0, ,000, , , ,29.97, ,8, ,004, ,30.31, ,AA, , , ,30.31, 
94274,20121001,0753,12,CLR, ,10.00, , , ,54, ,12.2, ,50, ,9.9, ,46, ,7.8, , 75, , 0, ,000, , , ,29.96, , , , , ,30.30, ,AA, , , ,30.30, 
94274,20121001,0853,12,CLR, ,10.00, , , ,57, ,13.9, ,52, ,11.0, ,47, ,8.3, , 69, , 0, ,000, , , ,29.95, , , , , ,30.29, ,AA, , , ,30.29, 
94274,20121001,0953,12,CLR, ,10.00, , , ,59, ,15.0, ,53, ,11.5, ,47, ,8.3, , 65, , 3, ,120, , , ,29.94, ,8, ,009, ,30.28, ,AA, , , ,30.28, 
94274,20121001,1053,12,CLR, ,10.00, , , ,65, ,18.3, ,54, ,12.2, ,44, ,6.7, , 47, , 6, ,350, , , ,29.93, , , , , ,30.26, ,AA, , , ,30.27, 
94274,20121001,1153,12,CLR, ,10.00, , , ,67, ,19.4, ,55, ,12.9, ,45, ,7.2, , 45, , 3, ,040, , , ,29.91, , , , , ,30.24, ,AA, , , ,30.25, 
94274,20121001,1253,12,CLR, ,10.00, , , ,69, ,20.6, ,57, ,14.1, ,48, ,8.9, , 47, , 3, ,140, , , ,29.87, ,8, ,023, ,30.21, ,AA, , , ,30.21, 
94274,20121001,1353,12,CLR, ,10.00, , , ,71, ,21.7, ,58, ,14.5, ,48, ,8.9, , 44, , 3, ,160, , , ,29.85, , , , , ,30.19, ,AA, , , ,30.19, 
94274,20121001,1453,12,CLR, ,10.00, , , ,73, ,22.8, ,60, ,15.2, ,49, ,9.4, , 43, , 5, ,260, , , ,29.83, , , , , ,30.16, ,AA, , , ,30.17, 
94274,20121001,1553,12,CLR, ,10.00, , , ,72, ,22.2, ,60, ,15.5, ,51, ,10.6, , 48, , 0, ,000, , , ,29.81, ,7, ,023, ,30.14, ,AA, , , ,30.15, 
94274,20121001,1653,12,CLR, ,10.00, , , ,73, ,22.8, ,61, ,16.3, ,53, ,11.7, , 50, , 3, ,060, , , ,29.78, , , , , ,30.12, ,AA, , , ,30.12, 
94274,20121001,1753,12,OVC040, ,10.00, , , ,71, ,21.7, ,61, ,16.1, ,54, ,12.2, , 55, , 0, ,000, , , ,29.76, , , , , ,30.10, ,AA, , , ,30.10, 
94274,20121001,1754,12,BKN040, ,10.00, , , ,72, ,22.0, ,62, ,16.3, ,54, ,12.0, , 53, , 0, ,000, , , ,29.76, , , , , ,M, ,SP, , , ,30.10, 
