94274,20120801,0053,12,CLR, ,10.00, , , ,55, ,12.8, ,52, ,11.3, ,50, ,10.0, , 83, , 3, ,330, , , ,29.84, ,0, ,001, ,30.17, ,AA, , , ,30.18, 
94274,20120801,0153,12,CLR, ,10.00, , , ,54, ,12.2, ,52, ,11.0, ,50, ,10.0, , 86, , 0, ,000, , , ,29.84, , , , , ,30.17, ,AA, , , ,30.18, 
94274,20120801,0253,12,CLR, ,10.00, , , ,54, ,12.2, ,52, ,11.0, ,50, ,10.0, , 86, , 3, ,290, , , ,29.85, , , , , ,30.18, ,AA, , , ,30.19, 
94274,20120801,0353,12,CLR, ,10.00, , , ,53, ,11.7, ,51, ,10.7, ,50, ,10.0, , 90, , 0, ,000, , , ,29.85, ,3, ,004, ,30.18, ,AA, , , ,30.19, 
94274,20120801,0453,12,CLR, , 9.00, , , ,52, ,11.1, ,51, ,10.5, ,50, ,10.0, , 93, , 0, ,000, , , ,29.86, , , , , ,30.20, ,AA, , , ,30.20, 
94274,20120801,0553,12,CLR, , 8.00, , , ,53, ,11.7, ,52, ,11.0, ,51, ,10.6, , 93, , 0, ,000, , , ,29.87, , , , , ,30.20, ,AA, , , ,30.21, 
94274,20120801,0653,12,CLR, ,10.00, , , ,55, ,12.8, ,53, ,11.8, ,52, ,11.1, , 90, , 3, ,170, , , ,29.88, ,3, ,010, ,30.21, ,AA, , , ,30.22, 
94274,20120801,0656,12,SCT008, ,10.00, , , ,55, ,13.0, ,53, ,11.8, ,52, ,11.0, , 90, , 5, ,170, , , ,29.88, , , , , ,M, ,SP, , , ,30.22, 
94274,20120801,0753,12,SCT008, ,10.00, , , ,57, ,13.9, ,54, ,12.3, ,52, ,11.1, , 83, , 5, ,160, , , ,29.89, , , , , ,30.22, ,AA, , , ,30.23, 
94274,20120801,0853,12,SCT008, ,10.00, , , ,59, ,15.0, ,55, ,12.8, ,52, ,11.1, , 78, , 5, ,170, , , ,29.89, , , , , ,30.23, ,AA, , , ,30.23, 
94274,20120801,0953,12,SCT015, ,10.00, , , ,60, ,15.6, ,56, ,13.1, ,52, ,11.1, , 75, , 7, ,170, , , ,29.88, ,0, ,002, ,30.22, ,AA, , , ,30.22, 
94274,20120801,1053,12,CLR, ,10.00, , , ,62, ,16.7, ,57, ,13.8, ,53, ,11.7, , 73, , 7, ,170, , , ,29.89, , , , , ,30.22, ,AA, , , ,30.23, 
94274,20120801,1153,12,CLR, ,10.00, , , ,65, ,18.3, ,58, ,14.5, ,53, ,11.7, , 65, , 0, ,000, , , ,29.88, , , , , ,30.22, ,AA, , , ,30.22, 
94274,20120801,1253,12,CLR, ,10.00, , , ,68, ,20.0, ,60, ,15.5, ,54, ,12.2, , 61, , 5, ,VR , , , ,29.88, ,8, ,003, ,30.21, ,AA, , , ,30.22, 
94274,20120801,1353,12,CLR, ,10.00, , , ,71, ,21.7, ,61, ,16.1, ,54, ,12.2, , 55, , 6, ,290, , , ,29.87, , , , , ,30.20, ,AA, , , ,30.21, 
94274,20120801,1453,12,CLR, ,10.00, , , ,72, ,22.2, ,62, ,16.6, ,55, ,12.8, , 55, , 7, ,280, , , ,29.85, , , , , ,30.19, ,AA, , , ,30.19, 
94274,20120801,1553,12,CLR, ,10.00, , , ,72, ,22.2, ,62, ,16.3, ,54, ,12.2, , 53, , 7, ,280, , , ,29.84, ,8, ,013, ,30.17, ,AA, , , ,30.18, 
94274,20120801,1653,12,CLR, ,10.00, , , ,72, ,22.2, ,62, ,16.3, ,54, ,12.2, , 53, , 5, ,260, , , ,29.83, , , , , ,30.16, ,AA, , , ,30.17, 
94274,20120801,1753,12,CLR, ,10.00, , , ,72, ,22.2, ,62, ,16.3, ,54, ,12.2, , 53, , 5, ,240, , , ,29.82, , , , , ,30.15, ,AA, , , ,30.16, 
94274,20120801,1853,12,CLR, ,10.00, , , ,69, ,20.6, ,60, ,15.7, ,54, ,12.2, , 59, , 6, ,220, , , ,29.82, ,6, ,008, ,30.15, ,AA, , , ,30.16, 
94274,20120801,1953,12,CLR, ,10.00, , , ,64, ,17.8, ,58, ,14.3, ,53, ,11.7, , 68, , 3, ,230, , , ,29.82, , , , , ,30.16, ,AA, , , ,30.16, 
94274,20120801,2053,12,CLR, ,10.00, , , ,61, ,16.1, ,56, ,13.0, ,51, ,10.6, , 70, , 3, ,260, , , ,29.84, , , , , ,30.17, ,AA, , , ,30.18, 
94274,20120801,2153,12,CLR, ,10.00, , , ,58, ,14.4, ,54, ,12.3, ,51, ,10.6, , 78, , 7, ,250, , , ,29.84, ,2, ,009, ,30.18, ,AA, , , ,30.18, 
94274,20120801,2253,12,CLR, ,10.00, , , ,57, ,13.9, ,53, ,11.8, ,50, ,10.0, , 78, , 5, ,260, , , ,29.84, , , , , ,30.18, ,AA, , , ,30.18, 
94274,20120801,2353,12,CLR, ,10.00, , , ,55, ,12.8, ,52, ,11.3, ,50, ,10.0, , 83, , 3, ,250, , , ,29.85, , , , , ,30.18, ,AA, , , ,30.19, 
94274,20120802,0053,12,CLR, ,10.00, , , ,54, ,12.2, ,51, ,10.7, ,49, ,9.4, , 83, , 0, ,000, , , ,29.85, ,2, ,000, ,30.18, ,AA, , , ,30.19, 
94274,20120802,0153,12,FEW060, ,10.00, , , ,53, ,11.7, ,51, ,10.7, ,50, ,10.0, , 90, , 0, ,000, , , ,29.84, , , , , ,30.17, ,AA, , , ,30.18, 
94274,20120802,0253,12,CLR, ,10.00, , , ,53, ,11.7, ,51, ,10.7, ,50, ,10.0, , 90, , 0, ,000, , , ,29.84, , , , , ,30.17, ,AA, , , ,30.18, 
94274,20120802,0335,12,BKN011 BKN120, ,10.00, , , ,52, ,11.0, ,50, ,9.9, ,48, ,9.0, , 86, , 0, ,000, , , ,29.84, , , , , ,M, ,SP, , , ,30.18, 
94274,20120802,0353,12,OVC011, ,10.00, , , ,53, ,11.7, ,51, ,10.7, ,50, ,10.0, , 90, , 0, ,000, , , ,29.84, ,5, ,001, ,30.18, ,AA, , , ,30.18, 
94274,20120802,0419,12,OVC009, , 9.00, , , ,52, ,11.0, ,51, ,10.5, ,50, ,10.0, , 93, , 3, ,170, , , ,29.84, , , , , ,M, ,SP, , , ,30.18, 
94274,20120802,0453,12,OVC009, , 9.00, , , ,53, ,11.7, ,51, ,10.7, ,50, ,10.0, , 90, , 3, ,180, , , ,29.85, , , , , ,30.18, ,AA, , , ,30.19, 
94274,20120802,0553,12,OVC009, ,10.00, , , ,54, ,12.2, ,52, ,11.0, ,50, ,10.0, , 86, , 0, ,000, , , ,29.85, , , , , ,30.18, ,AA, , , ,30.19, 
94274,20120802,0651,12,SCT009 OVC010, ,10.00, , , ,55, ,13.0, ,52, ,11.3, ,50, ,10.0, , 83, , 0, ,000, , , ,29.86, , , , , ,M, ,SP, , , ,30.20, 
94274,20120802,0653,12,SCT009 OVC010, ,10.00, , , ,55, ,12.8, ,52, ,11.3, ,50, ,10.0, , 83, , 3, ,270, , , ,29.86, ,1, ,005, ,30.19, ,AA, , , ,30.20, 
94274,20120802,0753,12,OVC010, ,10.00, , , ,55, ,12.8, ,52, ,11.3, ,50, ,10.0, , 83, , 3, ,180, , , ,29.87, , , , , ,30.21, ,AA, , , ,30.21, 
94274,20120802,0853,12,BKN012 BKN090, ,10.00, , , ,57, ,13.9, ,53, ,11.8, ,50, ,10.0, , 78, , 3, ,160, , , ,29.87, , , , , ,30.21, ,AA, , , ,30.21, 
94274,20120802,0951,12,SCT019 SCT044 BKN090, ,10.00, , , ,61, ,16.0, ,56, ,13.3, ,52, ,11.0, , 72, , 6, ,190, , , ,29.86, , , , , ,M, ,SP, , , ,30.20, 
94274,20120802,0953,12,SCT019 SCT044 BKN090, ,10.00, , , ,60, ,15.6, ,55, ,12.8, ,51, ,10.6, , 72, , 7, ,190, , , ,29.86, ,8, ,000, ,30.20, ,AA, , , ,30.20, 
94274,20120802,1053,12,FEW090, ,10.00, , , ,64, ,17.8, ,57, ,14.0, ,52, ,11.1, , 65, , 3, ,270, , , ,29.86, , , , , ,30.19, ,AA, , , ,30.20, 
